645,36.6,41.2,57,64.55,80.8
650,29.44,38.1,45,60.5,66
655,29,34.8,41.85,47.79,74
660,23.2,31.8,39.3,53.93,50.1
665,19.45,29,36.05,45.18,55.6
670,16.3,26.4,33.8,39.2,43.3
675,13.76,23.9,30.52,38.5,45
680,11.8,21.7,29.24,34.5,41.61
685,10.54,19.5,26.35,32.5,40.6
690,8.76,17.55,24.92,32.85,35.35
