610,66.73
615,63.88
620,61.2
625,58.47
630,55.8
635,53.25
640,50.8
642.5,49.6
645,48.47
647.5,47.25
650,46.23
652.5,45
655,43.93
657.5,42.8
660,41.7
662.5,40.45
665,39.7
667.5,38.63
670,37.58
672.5,36.65
610,40.85
615,43.03
620,45.25
625,47.68
630,49.9
635,52.45
640,54.9
642.5,56.28
645,57.65
647.5,58.97
650,60.33
652.5,61.53
655,63.1
657.5,64.55
660,65.95
662.5,67.3
665,68.65
667.5,70.28
670,71.8
672.5,73.38
