610,30.08
615,26.25
620,22.45
625,19.33
630,16.3
635,13.35
640,10.9
642.5,10.2
645,9.03
647.5,8.13
650,7.18
652.5,6.43
655,5.7
657.5,5.2
660,4.45
662.5,4.05
665,3.73
667.5,3.09
670,2.8
672.5,2.59
610,4.4
615,5.48
620,6.85
625,8.38
630,10.33
635,12.58
640,15.18
642.5,16.6
645,18.1
647.5,19.65
650,21.43
652.5,23.03
655,24.83
657.5,26.75
660,28.65
662.5,30.68
665,32.95
667.5,34.78
670,36.9
672.5,39.18
